de-DE;ESDCDTS2017ML;190205;OL_DE18;999;849;;15 %;-15%;($150)
de-DE;ESDCDTS2017MLUG;190206;OL_DE18;479;407;;15 %;-15%;($72)
en-AU;ESDCDTS2017ML;190205;OL_DE18;1,249;1,061;;15%;-15%;($188)
en-AU;ESDCDTS2017MLUG;190206;OL_DE18;549;466;;15%;-15%;($83)
en-CA;ESDCDTS2017ML;190205;OL_DE18;1,199;1,019;;CA$ 180;-15%;($180)
en-CA;ESDCDTS2017MLUG;190206;OL_DE18;515;437;;CA$ 75;-15%;($78)
en-GB;ESDCDTS2017ML;190205;OL_DE18;899.99;764.99;;15%;-15%;($135)
en-GB;ESDCDTS2017MLUG;190206;OL_DE18;439.99;373.99;;15%;-15%;($66)
en-IE;ESDCDTS2017ML;190205;OL_DE18;999;849;;15%;-15%;($150)
en-IE;ESDCDTS2017MLUG;190206;OL_DE18;479;407;;15%;-15%;($72)
en-NZ;ESDCDTS2017ML;190205;OL_DE18;1,299;1,104;;15%;-15%;($195)
en-NZ;ESDCDTS2017MLUG;190206;OL_DE18;579;492;;15%;-15%;($87)
en-US;ESDCDTS2017ML;190205;OL_DE18;999;849;;$150;-15%;($150)
en-US;ESDCDTS2017MLUG;190206;OL_DE18;429;364;;$65;-15%;($65)
es-MX;ESDCDTS2017ML;190205;OL_DE18;13,999;11,899;;15%;-15%;($2,100)
es-MX;ESDCDTS2017MLUG;190206;OL_DE18;6,379;5,422;;15%;-15%;($957)
fr-FR;ESDCDTS2017ML;190205;OL_DE18;999;849;;15 %;-15%;($150)
fr-FR;ESDCDTS2017MLUG;190206;OL_DE18;479;407;;15 %;-15%;($72)
it-IT;ESDCDTS2017ML;190205;OL_DE18;999;849;;15%;-15%;($150)
it-IT;ESDCDTS2017MLUG;190206;OL_DE18;479;407;;15%;-15%;($72)
ja-JP;ESDCDTS2017ML;190205;OL_DE18;151,200;128,520;;15%;-15%;($22,680)
ja-JP;ESDCDTS2017MLUG;190206;OL_DE18;75,600;64,260;;15%;-15%;($11,340)
pt-BR;ESDCDTS2017ML;5105305300;OL_DE18;2.699;2.294;;15%;-15%;($405)
pt-BR;ESDCDTS2017MLUG;5105305400;OL_DE18;1.199;1.019;;15%;-15%;($180)
