da-DK;ESDPE5MLPCM;148290;OL_PE05;299.99;194;;35%;-35%;($106)
de-DE;ESDPE5MLPCM;148290;OL_PE05;39,99;25,99;;35 %;-35%;($14)
de-LI;ESDPE5MLPCM;148290;OL_PE05;49;31;;35%;-37%;($18)
en-AU;ESDPE5MLPCM;148290;OL_PE05;59;38;;35%;-36%;($21)
en-CA;ESDPE5MLPCM;148290;OL_PE05;49.99;31.99;;35%;-36%;($18)
en-GB;ESDPE5MLPCM;148290;OL_PE05;34.99;21.99;;35%;-37%;($13)
en-IE;ESDPE5MLPCM;148290;OL_PE05;39.99;25.99;;35%;-35%;($14)
en-NZ;ESDPE5MLPCM;148290;OL_PE05;69;44;;35%;-36%;($25)
en-US;ESDPE5MLPCM;148290;OL_PE05;49.99;31.99;;35%;-36%;($18)
en-ZA;ESDPE5MLPCM;148290;OL_PE05;559;363;;35%;-35%;($196)
es-MX;ESDPE5MLPCM;148290;OL_PE05;679;441;;35%;-35%;($238)
fr-FR;ESDPE5MLPCM;148290;OL_PE05;39,99;25,99;;35 %;-35%;($14)
ja-JP;ESDPE5MLPCM;153417;OL_PE05;7,800;5,070;;35%;-35%;($2,730)
nb-NO;ESDPE5MLPCM;148290;OL_PE05;335;217;;35%;-35%;($118)
pt-BR;ESDPE5MLPCM;148290;OL_PE05;125;81;;35%;-35%;($44)
se-SE;ESDPE5MLPCM;148290;OL_PE05;355;230;;35%;-35%;($125)
zh-HK;ESDPE5MLPCM;148290;OL_PE05;399;259;;35%;-35%;($140)
zh-TW;ESDPE5MLPCM;148290;OL_PE05;1,590;1,033;;35%;-35%;($557)
en-RW;ESDPE5MLPCM;148290;OL_PE05;49.99;31.99;;35%;-36%;($18)
