en-CA;CPDFF1ENMB;315158300;OL_PDF01;69.99;44.99;;CA$ 25;-36%;($25);39.99;;CA$ 30;-43%;($30);29.99;;CA$ 40;-57%;($40)
en-CA;ESDCPDFF1EN;140602;OL_PDF01;69.99;44.99;;CA$ 25;-36%;($25);39.99;;CA$ 30;-43%;($30);29.99;;CA$ 40;-57%;($40)
en-AU;ESDCPDFF1EN;140602;OL_PDF01;69.95;51.95;;25%;-26%;($18);48.95;;30%;-30%;($21);44.95;;35%;-36%;($25)
en-GB;ESDCPDFF1EN;140602;OL_PDF01;44.99;32.99;;25%;-27%;($12);29.99;;30%;-33%;($15);28.99;;35%;-36%;($16)
en-IE;ESDCPDFF1EN;140602;OL_PDF01;50;36.99;;25%;-26%;($13);34.99;;30%;-30%;($15);31.99;;35%;-36%;($18)
en-US;CPDFF1ENMB;315158300;OL_PDF01;69.99;44.99;;$25;-36%;($25);39.99;;$30 ;-43%;($30);29.99;;$40 ;-57%;($40)
en-US;ESDCPDFF1EN;140602;OL_PDF01;69.99;44.99;;$25;-36%;($25);39.99;;$30 ;-43%;($30);29.99;;$40 ;-57%;($40)
ja-JP;ESDCPDFF1EN;140602;OL_PDF01;8,300;6,225;;25%;-25%;($2,075);5810;;30%;-30%;($2,490);5395;;35%;-35%;($2,905)
