en-CA;ESDPSP2019ULML;214713;PSP_2019_ULT;99.99;;;;;;
en-CA;ESDPSP2019ULMUG;214714;PSP_2019_ULT;79.99;;;;;;
en-CA;PSP2019ULEFMBAM;5199501500;PSP_2019_ULT;99.99;;;;;;
en-CA;PSP2019ULEFMBUGAM;5199501600;PSP_2019_ULT;79.99;;;;;;
de-DE;ESDPSP2019ULML;214713;PSP_2019_ULT;89,99;;;;;;0
de-DE;ESDPSP2019ULMUG;214714;PSP_2019_ULT;69,99;;;;;;
en-AU;ESDPSP2019ULML;214713;PSP_2019_ULT;129;;;;;;
en-AU;ESDPSP2019ULMUG;214714;PSP_2019_ULT;89;;;;;;
en-GB;ESDPSP2019ULML;214713;PSP_2019_ULT;89.99;;;;;;
en-GB;ESDPSP2019ULMUG;214714;PSP_2019_ULT;69.99;;;;;;
en-US;ESDPSP2019ULML;214713;PSP_2019_ULT;99.99;;;;;;
en-US;ESDPSP2019ULMUG;214714;PSP_2019_ULT;79.99;;;;;;
en-US;PSP2019ULEFMBAM;5199501500;PSP_2019_ULT;99.99;;;;;;
en-US;PSP2019ULEFMBUGAM;5199501600;PSP_2019_ULT;79.99;;;;;;
fr-FR;ESDPSP2019ULML;214713;PSP_2019_ULT;89,99;;;;;;
fr-FR;ESDPSP2019ULMUG;214714;PSP_2019_ULT;69,9;;;;;;
ja-JP;ESDPSP2019ULML;214713;PSP_2019_ULT;13,824;;;;;;
ja-JP;ESDPSP2019ULMUG;214714;PSP_2019_ULT;9,504;;;;;;
