de-DE;ESDPTR2019ML;209759;PTR_2019;424.95;294.95;;30%;-31%;($130)
de-DE;ESDPTR2019MLUG;209760;PTR_2019;218.95;149.95;;30%;-32%;($69)
en-AU;ESDPTR2019ML;209759;PTR_2019;614;429;;30%;-30%;($185)
en-AU;ESDPTR2019MLUG;209760;PTR_2019;328;229;;30%;-30%;($99)
en-CA;ESDPTR2019ML;209759;PTR_2019;499;349;;CA$ 150;-30%;($150)
en-CA;ESDPTR2019MLUG;209760;PTR_2019;269;188;;CA$ 80;-30%;($81)
en-CA;PTR2019MLDP;5186621500;PTR_2019;499;349;;CA$ 150;-30%;($150)
en-CA;PTR2019MLDPUG;5186621600;PTR_2019;269;188;;CA$ 80;-30%;($81)
en-GB;ESDPTR2019ML;209759;PTR_2019;359.99;251.99;;30%;-30%;($108)
en-GB;ESDPTR2019MLUG;209760;PTR_2019;179.99;124.99;;30%;-31%;($55)
en-US;ESDPTR2019ML;209759;PTR_2019;429;299;;$130 ;-30%;($130)
en-US;ESDPTR2019MLUG;209760;PTR_2019;229;159;;$70 ;-31%;($70)
en-US;PTR2019MLDP;5186621500;PTR_2019;429;299;;$130 ;-30%;($130)
en-US;PTR2019MLDPUG;5186621600;PTR_2019;229;159;;$70 ;-31%;($70)
fr-FR;ESDPTR2019ML;209759;PTR_2019;424.95;294.95;;30%;-31%;($130)
fr-FR;ESDPTR2019MLUG;209760;PTR_2019;218.95;149.95;;30%;-32%;($69)
ja-JP;ESDPTR2019ML;209759;PTR_2019;53784;37648;;30%;-30%;($16,136)
ja-JP;ESDPTR2019MLUG;209760;PTR_2019;26784;18748;;30%;-30%;($8,036)
