en-CA;CDGS2018EFDP;5169625800;OL_DR20;599;539;;CA$ 60;-10%;($60)
en-CA;CDGS2018EFDPUG;5169625900;OL_DR20;249;224;;CA$ 25;-10%;($25)
en-CA;ESDCDGS2018AM;206390;OL_DR20;599;539;;CA$ 60;-10%;($60)
en-CA;ESDCDGS2018AMUG;206391;OL_DR20;249;224;;CA$ 25;-10%;($25)
en-US;CDGS2018EFDP;5169625800;OL_DR20;499;449;;$50;-10%;($50)
en-US;CDGS2018EFDPUG;5169625900;OL_DR20;199;179;;$20;-10%;($20)
en-US;ESDCDGS2018AM;206390;OL_DR20;499;449;;$50;-10%;($50)
en-US;ESDCDGS2018AMUG;206391;OL_DR20;199;179;;$20;-10%;($20)
de-DE;ESDCDGS2018AM;206392;OL_DR20;699;664;;5 %;-5%;($35)
de-DE;ESDCDGS2018AMUG;206412;OL_DR20;349;329;;5 %;-6%;($20)
en-AU;ESDCDGS2018AM;206415;OL_DR20;779;740;;5%;-5%;($39)
en-AU;ESDCDGS2018AMUG;206416;OL_DR20;309;294;;5%;-5%;($15)
en-GB;CDGS2018EFDP;5088693100;OL_DR20;599.99;569.99;;5%;-5%;($30)
en-GB;CDGS2018EFDPUG;5088693200;OL_DR20;299.99;284.99;;5%;-5%;($15)
en-GB;ESDCDGS2018AM;206392;OL_DR20;599.99;569.99;;5%;-5%;($30)
en-GB;ESDCDGS2018AMUG;206412;OL_DR20;299.99;284.99;;5%;-5%;($15)
fr-FR;ESDCDGS2018AM;206392;OL_DR20;699;664;;5 %;-5%;($35)
fr-FR;ESDCDGS2018AMUG;206412;OL_DR20;349;329;;5 %;-6%;($20)
ja-JP;ESDCDGS2018AM;206415;OL_DR20;59,184;56,224;;5%;-5%;($2,960)
ja-JP;ESDCDGS2018AMUG;206416;OL_DR20;26,784;25,444;;5%;-5%;($1,340)
pt-BR;ESDCDGS2018AM;5092796700;OL_DR20;2.399;2.279;;5%;-5%;($120)
pt-BR;ESDCDGS2018AMUG;5092796800;OL_DR20;899;854;;5%;-5%;($45)
