usd;en-US;29.95
cad;en-CA;39.95
gbp;en-GB;25.95
eur;de-DE;29.95
eur;fr-FR;29,95
eur;it-IT;29,95
eur;nl-NL;29,95
eur;en-IE;29.95
sek;se-SE;290
nok;nb-NO;270
dkk;da-DK;230
chf;de-LI;32
zar;en-ZA;440
aud;en-AU;39.95
nzd;en-NZ;44.95
brl;pt-BR;105
jpy;ja-JP;3,800.00
usd;en-RW;29.95
