usd;en-US;19.99
cad;en-CA;19.99
gbp;en-GB;14.99
eur;de-DE;17,95
eur;fr-FR;17,95
eur;en-IE;17.95
sek;se-SE;170
nok;nb-NO;166
dkk;da-DK;129
chf;de-LI;19.95
zar;en-ZA;273
aud;en-AU;26.95
nzd;en-NZ;29.95
brl;pt-BR;66
jpy;ja-JP;2,270
usd;en-RW;19.99
mxn;es-MX;378
twd;zh-TW;600
