usd;en-US;169.95
cad;en-CA;169.95
gbp;en-GB;114.99
eur;de-DE;130,99
eur;fr-FR;130,99
eur;it-IT;130,99
eur;nl-NL;130,99
eur;en-IE;130.99
sek;se-SE;1.213
nok;nb-NO;1 009
dkk;da-DK;981
chf;de-LI;158.99
zar;en-ZA;1,877
aud;en-AU;188
nzd;en-NZ;208
brl;pt-BR;400
jpy;ja-JP;20,129
usd;en-RW;169.95
mxn;es-MX;2,246
pln;pl-PL;552
