usd;en-US;29.99
cad;en-CA;29.99
gbp;en-GB;28.99
eur;de-DE;32,95
eur;fr-FR;32,95
eur;en-IE;32.95
sek;se-SE;319
nok;nb-NO;239
dkk;da-DK;259
chf;de-LI;29.95
zar;en-ZA;379
aud;en-AU;39.95
nzd;en-NZ;44.95
brl;pt-BR;95
jpy;ja-JP;3,700
usd;en-RW;29.99
mxn;es-MX;463
