usd;en-US;14.99
cad;en-CA;14.99
gbp;en-GB;11.99
eur;de-DE;13,5
eur;fr-FR;13,5
eur;it-IT;13,5
eur;nl-NL;13,5
eur;en-IE;13.5
sek;se-SE;133
nok;nb-NO;121
dkk;da-DK;96
chf;de-LI;14.95
zar;en-ZA;199
aud;en-AU;20
nzd;en-NZ;22
brl;pt-BR;58
jpy;ja-JP;1,690
usd;en-RW;14.99
mxn;es-MX;283
