usd;en-US;39.99
cad;en-CA;39.99
gbp;en-GB;39.99
eur;de-DE;39,95
eur;fr-FR;39,95
eur;it-IT;39,95
eur;nl-NL;39,95
eur;en-IE;39.95
sek;se-SE;349
nok;nb-NO;339
dkk;da-DK;279
chf;de-LI;39.95
zar;en-ZA;549
aud;en-AU;49
nzd;en-NZ;55
jpy;ja-JP;4,966
usd;en-RW;39.99
