usd;en-US;49.99
cad;en-CA;49.99
gbp;en-GB;34.99
eur;de-DE;39,99
eur;fr-FR;39,99
eur;en-IE;39.99
sek;se-SE;355
nok;nb-NO;335
dkk;da-DK;299.99
chf;de-LI;49
zar;en-ZA;559
aud;en-AU;59
nzd;en-NZ;69
jpy;ja-JP;7,800
