usd;en-US;75
cad;en-CA;75
gbp;en-GB;58.49
eur;de-DE;65,49
eur;fr-FR;65,49
eur;it-IT;65,49
eur;nl-NL;65,49
eur;en-IE;65.49
sek;se-SE;669.95
nok;nb-NO;640.45
dkk;da-DK;488.45
chf;de-LI;73.95
zar;en-ZA;1,037.95
aud;en-AU;103.95
nzd;en-NZ;109.95
jpy;ja-JP;8,145
usd;en-RW;75
