cad;en-CA;49.99
usd;en-US;49.99
gbp;en-GB;44.99
eur;de-DE;44,99
eur;fr-FR;44,99
eur;it-IT;44,99
eur;nl-NL;44,99
eur;en-IE;44,99
sek;se-SE;426
nok;nb-NO;405
dkk;da-DK;332
chf;de-LI;48.95
zar;en-ZA;683
aud;en-AU;65
nzd;en-NZ;69
brl;pt-BR;162
jpy;ja-JP;5,049.00
usd;en-RW;49.99
