usd;en-US;49.95
cad;en-CA;49.95
gbp;en-GB;38.99
eur;de-DE;45,99
eur;fr-FR;45,99
eur;it-IT;45,99
eur;nl-NL;45,99
eur;en-IE;45.99
sek;se-SE;440.95
nok;nb-NO;430.95
dkk;da-DK;939.95
chf;de-LI;49.95
zar;en-ZA;668.95
aud;en-AU;67.45
nzd;en-NZ;72.45
jpy;ja-JP;5,615
